*****CSV file analysis*****
CSV dialect sniffing:
   - Created period field ('2014') by parsing value '2014-12-04' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('2862.23') by dividing the value in 'APC paid (actual currency) including VAT if charged' (2250) by 0.7861 (EUR -> GBP conversion rate on 2014-12-04) [fixer.io]
--- Analysing line 961 ---
   - Created period field ('2014') by parsing value '2014-12-05' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1232.08') by dividing the value in 'APC paid (actual currency) including VAT if charged' (971) by 0.7881 (EUR -> GBP conversion rate on 2014-12-05) [fixer.io]
--- Analysing line 962 ---
   - Created period field ('2014') by parsing value '2014-12-05' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1747.24') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1377) by 0.7881 (EUR -> GBP conversion rate on 2014-12-05) [fixer.io]
--- Analysing line 963 ---
   - Created period field ('2014') by parsing value '2014-12-05' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('3172.19') by dividing the value in 'APC paid (actual currency) including VAT if charged' (2500) by 0.7881 (EUR -> GBP conversion rate on 2014-12-05) [fixer.io]
--- Analysing line 964 ---
   - Created period field ('2014') by parsing value '2014-12-05' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1747.24') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1377) by 0.7881 (EUR -> GBP conversion rate on 2014-12-05) [fixer.io]
--- Analysing line 965 ---
   - Created period field ('2014') by parsing value '2014-12-05' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('3172.19') by dividing the value in 'APC paid (actual currency) including VAT if charged' (2500) by 0.7881 (EUR -> GBP conversion rate on 2014-12-05) [fixer.io]
--- Analysing line 966 ---
   - Created period field ('2014') by parsing value '2014-12-08' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1912.05') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1500) by 0.7845 (EUR -> GBP conversion rate on 2014-12-08) [fixer.io]
--- Analysing line 967 ---
   - Created period field ('2014') by parsing value '2014-12-08' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1912.05') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1500) by 0.7845 (EUR -> GBP conversion rate on 2014-12-08) [fixer.io]
--- Analysing line 968 ---
   - Created period field ('2014') by parsing value '2014-12-08' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('2600.38') by dividing the value in 'APC paid (actual currency) including VAT if charged' (2040) by 0.7845 (EUR -> GBP conversion rate on 2014-12-08) [fixer.io]
--- Analysing line 969 ---
   - Created period field ('2014') by parsing value '2014-12-08' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('4458.89') by dividing the value in 'APC paid (actual currency) including VAT if charged' (3498) by 0.7845 (EUR -> GBP conversion rate on 2014-12-08) [fixer.io]
--- Analysing line 970 ---
   - Created period field ('2014') by parsing value '2014-12-08' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('3792.22') by dividing the value in 'APC paid (actual currency) including VAT if charged' (2975) by 0.7845 (EUR -> GBP conversion rate on 2014-12-08) [fixer.io]
--- Analysing line 971 ---
   - Created period field ('2014') by parsing value '2014-12-08' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1083.49') by dividing the value in 'APC paid (actual currency) including VAT if charged' (850) by 0.7845 (EUR -> GBP conversion rate on 2014-12-08) [fixer.io]
--- Analysing line 972 ---
   - Created period field ('2014') by parsing value '2014-12-09' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1511.11') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1194) by 0.79015 (EUR -> GBP conversion rate on 2014-12-09) [fixer.io]
--- Analysing line 973 ---
   - Created period field ('2014') by parsing value '2014-12-09' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1898.37') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1500) by 0.79015 (EUR -> GBP conversion rate on 2014-12-09) [fixer.io]
--- Analysing line 974 ---
   - Created period field ('2014') by parsing value '2014-12-09' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('3163.96') by dividing the value in 'APC paid (actual currency) including VAT if charged' (2500) by 0.79015 (EUR -> GBP conversion rate on 2014-12-09) [fixer.io]
--- Analysing line 975 ---
   - Created period field ('2014') by parsing value '2014-12-10' in column 'Date of APC payment'
   - Created euro field ('2200') by using the value in 'APC paid (actual currency) including VAT if charged' directly since the currency is EUR
--- Analysing line 976 ---
   - Created period field ('2014') by parsing value '2014-12-10' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('2178.83') by dividing the value in 'APC paid (actual currency) including VAT if charged' (2700) by 1.2392 (EUR -> USD conversion rate on 2014-12-10) [fixer.io]
--- Analysing line 977 ---
   - Created period field ('2014') by parsing value '2014-12-10' in column 'Date of APC payment'
   - Created euro field ('2191.38') by using the value in 'APC paid (actual currency) including VAT if charged' directly since the currency is EUR
--- Analysing line 978 ---
   - Created period field ('2014') by parsing value '2014-12-10' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('4254.51') by dividing the value in 'APC paid (actual currency) including VAT if charged' (3360) by 0.78975 (EUR -> GBP conversion rate on 2014-12-10) [fixer.io]
--- Analysing line 979 ---
   - Created period field ('2014') by parsing value '2014-12-10' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('2583.1') by dividing the value in 'APC paid (actual currency) including VAT if charged' (2040) by 0.78975 (EUR -> GBP conversion rate on 2014-12-10) [fixer.io]
--- Analysing line 980 ---
   - Created period field ('2014') by parsing value '2014-12-10' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('806.97') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1000) by 1.2392 (EUR -> USD conversion rate on 2014-12-10) [fixer.io]
--- Analysing line 981 ---
   - Created period field ('2014') by parsing value '2014-12-10' in column 'Date of APC payment'
   - Created euro field ('1995.05') by using the value in 'APC paid (actual currency) including VAT if charged' directly since the currency is EUR
--- Analysing line 982 ---
   - Created period field ('2014') by parsing value '2014-12-15' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1577.37') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1251.8) by 0.7936 (EUR -> GBP conversion rate on 2014-12-15) [fixer.io]
--- Analysing line 983 ---
   - Created period field ('2014') by parsing value '2014-12-17' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('2570.69') by dividing the value in 'APC paid (actual currency) including VAT if charged' (3200) by 1.2448 (EUR -> USD conversion rate on 2014-12-17) [fixer.io]
--- Analysing line 984 ---
   - Created period field ('2014') by parsing value '2014-12-17' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('3052.7') by dividing the value in 'APC paid (actual currency) including VAT if charged' (3800) by 1.2448 (EUR -> USD conversion rate on 2014-12-17) [fixer.io]
--- Analysing line 985 ---
   - Created period field ('2014') by parsing value '2014-12-17' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1405.85') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1750) by 1.2448 (EUR -> USD conversion rate on 2014-12-17) [fixer.io]
--- Analysing line 986 ---
   - Created period field ('2014') by parsing value '2014-12-17' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1606.68') by dividing the value in 'APC paid (actual currency) including VAT if charged' (2000) by 1.2448 (EUR -> USD conversion rate on 2014-12-17) [fixer.io]
--- Analysing line 987 ---
   - Created period field ('2014') by parsing value '2014-12-17' in column 'Date of APC payment'
   - Created euro field ('1755.64') by using the value in 'APC paid (actual currency) including VAT if charged' directly since the currency is EUR
--- Analysing line 988 ---
   - Created period field ('2014') by parsing value '2014-12-17' in column 'Date of APC payment'
   - Created euro field ('695') by using the value in 'APC paid (actual currency) including VAT if charged' directly since the currency is EUR
--- Analysing line 989 ---
   - Created period field ('2014') by parsing value '2014-12-17' in column 'Date of APC payment'
   - Created euro field ('3990.1') by using the value in 'APC paid (actual currency) including VAT if charged' directly since the currency is EUR
--- Analysing line 990 ---
   - Created period field ('2014') by parsing value '2014-12-17' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1783.91') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1415) by 0.7932 (EUR -> GBP conversion rate on 2014-12-17) [fixer.io]
--- Analysing line 991 ---
   - Created period field ('2014') by parsing value '2014-12-18' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1647.81') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1296) by 0.7865 (EUR -> GBP conversion rate on 2014-12-18) [fixer.io]
--- Analysing line 992 ---
   - Created period field ('2014') by parsing value '2014-12-18' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('2860.78') by dividing the value in 'APC paid (actual currency) including VAT if charged' (2250) by 0.7865 (EUR -> GBP conversion rate on 2014-12-18) [fixer.io]
--- Analysing line 993 ---
   - Created period field ('2014') by parsing value '2014-12-18' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('2225.05') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1750) by 0.7865 (EUR -> GBP conversion rate on 2014-12-18) [fixer.io]
--- Analysing line 994 ---
   - Created period field ('2014') by parsing value '2014-12-18' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('2670.06') by dividing the value in 'APC paid (actual currency) including VAT if charged' (2100) by 0.7865 (EUR -> GBP conversion rate on 2014-12-18) [fixer.io]
--- Analysing line 995 ---
   - Created period field ('2014') by parsing value '2014-12-18' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1525.75') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1200) by 0.7865 (EUR -> GBP conversion rate on 2014-12-18) [fixer.io]
--- Analysing line 996 ---
   - Created period field ('2014') by parsing value '2014-12-18' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('3338.33') by dividing the value in 'APC paid (actual currency) including VAT if charged' (2625.6) by 0.7865 (EUR -> GBP conversion rate on 2014-12-18) [fixer.io]
--- Analysing line 997 ---
   - Created period field ('2014') by parsing value '2014-12-19' in column 'Date of APC payment'
