"Publisher","Publisher_OAPC","Country","Country_OAPC","Organization","Annual publications","Start date","End date","ID","URL"
"Royal Irish Academy","NA","United Kingdom","GBR","Jisc","20","01/01/2023","31/12/2024","ria2023jisc","https://esac-initiative.org/about/transformative-agreements/agreement-registry/ria2023jisc/"
"Sage","SAGE Publications","United Kingdom","GBR","Jisc","372","01/01/2023","31/12/2025","sage2023shedl","https://esac-initiative.org/about/transformative-agreements/agreement-registry/sage2023shedl/"
"Sage","SAGE Publications","United Kingdom","GBR","Jisc","3166","01/01/2023","31/12/2025","sage2023jisc","https://esac-initiative.org/about/transformative-agreements/agreement-registry/sage2023jisc/"
"Society for Neuroscience","NA","United Kingdom","GBR","Jisc","44","01/01/2023","31/12/2023","sfn2023jisc","https://esac-initiative.org/about/transformative-agreements/agreement-registry/sfn2023jisc/"
"Springer Nature","Springer Nature","United Kingdom","GBR","Jisc","5800","01/01/2023","31/12/2025","sn2023jisc","https://esac-initiative.org/about/transformative-agreements/agreement-registry/sn2023jisc/"
"The Royal Society","The Royal Society","United Kingdom","GBR","Jisc","560","01/01/2023","31/12/2023","trs2023jisc","https://esac-initiative.org/about/transformative-agreements/agreement-registry/trs2023jisc/"
"World Scientific","NA","United Kingdom","GBR","Jisc","50","01/01/2023","31/12/2023","ws2023jisc","https://esac-initiative.org/about/transformative-agreements/agreement-registry/ws2023jisc/"
"American Chemical Society","American Chemical Society (ACS)","United States","USA","GALILEO","350","01/01/2023","31/12/2026","acs2023galileo","https://esac-initiative.org/about/transformative-agreements/agreement-registry/acs2023galileo/"
"Association for Computing Machinery","Association for Computing Machinery (ACM)","United States","USA","California Digital Library (University of California)","550","01/01/2023","31/12/2025","acm2023cdl","https://esac-initiative.org/about/transformative-agreements/agreement-registry/acm2023cdl/"
"Association for Computing Machinery","Association for Computing Machinery (ACM)","United States","USA","NorthEast Research Libraries","115","01/01/2023","31/12/2028","acm2023nerl","https://esac-initiative.org/about/transformative-agreements/agreement-registry/acm2023nerl/"
"Cambridge University Press","Cambridge University Press (CUP)","United States","USA","GALILEO","100","01/01/2023","31/12/2025","cam2023galileo","https://esac-initiative.org/about/transformative-agreements/agreement-registry/cam2023galileo/"
"Cambridge University Press","Cambridge University Press (CUP)","United States","USA","Lyrasis","75","01/01/2023","31/12/2025","cam2023lyrasis","https://esac-initiative.org/about/transformative-agreements/agreement-registry/cam2023lyrasis/"
"Cold Spring Harbor Laboratory Press","Cold Spring Harbor Laboratory Press","United States","USA","University of Chicago","2","01/01/2023","31/12/2024","cshl2023uchicago","https://esac-initiative.org/about/transformative-agreements/agreement-registry/cshl2023uchicago/"
"Company of Biologists","The Company of Biologists","United States","USA","Dickinson College","1","01/01/2023","31/12/2025","compbio2023dickinson","https://esac-initiative.org/about/transformative-agreements/agreement-registry/compbio2023dickinson/"
"Company of Biologists","The Company of Biologists","United States","USA","Georgetown University Medical Center/Dahlgren Memorial Library","2","01/01/2023","31/12/2023","compbio2023georgetown","https://esac-initiative.org/about/transformative-agreements/agreement-registry/compbio2023georgetown/"
"Company of Biologists","The Company of Biologists","United States","USA","Gettysburg College","6","01/01/2023","31/12/2025","compbio2023gettysburg","https://esac-initiative.org/about/transformative-agreements/agreement-registry/compbio2023gettysburg/"
"Company of Biologists","The Company of Biologists","United States","USA","Grinnell College","1","01/01/2023","31/12/2025","compbio2023gc","https://esac-initiative.org/about/transformative-agreements/agreement-registry/compbio2023gc/"
"Company of Biologists","The Company of Biologists","United States","USA","Occidental College","5","01/01/2023","31/12/2025","compbio2023oxy","https://esac-initiative.org/about/transformative-agreements/agreement-registry/compbio2023oxy/"
"Company of Biologists","The Company of Biologists","United States","USA","The Ohio State University","5","01/01/2023","31/12/2025","compbio2023osu","https://esac-initiative.org/about/transformative-agreements/agreement-registry/compbio2023osu/"
"Company of Biologists","The Company of Biologists","United States","USA","University of North Dakota","2","01/01/2023","31/12/2025","compbio2023und","https://esac-initiative.org/about/transformative-agreements/agreement-registry/compbio2023und/"
"Company of Biologists","The Company of Biologists","United States","USA","Vanderbilt University","10","01/01/2023","31/12/2025","compbio2023vanderbilt","https://esac-initiative.org/about/transformative-agreements/agreement-registry/compbio2023vanderbilt/"
"IOP Publishing","IOP Publishing","United States","USA","Big Ten Academic Alliance","375","01/01/2023","31/12/2025","iop2023btaa","https://esac-initiative.org/about/transformative-agreements/agreement-registry/iop2023btaa/"
"IOP Publishing","IOP Publishing","United States","USA","Iowa State University","10","01/01/2023","31/12/2025","iop2023iowa","https://esac-initiative.org/about/transformative-agreements/agreement-registry/iop2023iowa/"
"IOP Publishing","IOP Publishing","United States","USA","Lyrasis","28","01/01/2023","31/12/2025","iop2023lyrasis","https://esac-initiative.org/about/transformative-agreements/agreement-registry/iop2023lyrasis/"
"IOP Publishing","IOP Publishing","United States","USA","Seton Hall University","2","01/01/2023","31/12/2025","iop2023shu","https://esac-initiative.org/about/transformative-agreements/agreement-registry/iop2023shu/"
"IOP Publishing","IOP Publishing","United States","USA","Vanderbilt University","22","01/01/2023","31/12/2025","iop2023vanderbilt","https://esac-initiative.org/about/transformative-agreements/agreement-registry/iop2023vanderbilt/"
"Microbiology Society","Microbiology Society","United States","USA","Big Ten Academic Alliance","21","01/01/2023","31/12/2025","microbio2023btaa","https://esac-initiative.org/about/transformative-agreements/agreement-registry/microbio2023btaa/"
"Sage","SAGE Publications","United States","USA","Vanderbilt University","100","01/01/2023","31/12/2027","sage2023vanderbilt","https://esac-initiative.org/about/transformative-agreements/agreement-registry/sage2023vanderbilt/"
"Taylor & Francis","Informa UK Limited","United States","USA","Portland State University Library","20","01/01/2023","31/12/2025","tf2023pdx","https://esac-initiative.org/about/transformative-agreements/agreement-registry/tf2023pdx/"
"Taylor & Francis","Informa UK Limited","United States","USA","The Ohio State University","230","01/01/2023","31/12/2025","tf2023osu","https://esac-initiative.org/about/transformative-agreements/agreement-registry/tf2023osu/"
"The Royal Society","The Royal Society","United States","USA","Lyrasis","85","01/01/2023","31/12/2025","trs2023lyrasis","https://esac-initiative.org/about/transformative-agreements/agreement-registry/trs2023lyrasis/"
"The Royal Society","The Royal Society","United States","USA","Montana State University","80","01/01/2023","31/12/2023","trs2023msu","https://esac-initiative.org/about/transformative-agreements/agreement-registry/trs2023msu/"
"The Royal Society","The Royal Society","United States","USA","The Ohio State University","15","01/01/2023","31/12/2023","trs2023osu","https://esac-initiative.org/about/transformative-agreements/agreement-registry/trs2023osu/"
"Walter de Gruyter","Walter de Gruyter GmbH","United States","USA","The Ohio State University","10","01/01/2023","31/12/2025","degruy2023osu","https://esac-initiative.org/about/transformative-agreements/agreement-registry/degruy2023osu/"
"Wiley","Wiley-Blackwell","United States","USA","Big Ten Academic Alliance","4200","01/01/2023","31/12/2025","wiley2023btaa","https://esac-initiative.org/about/transformative-agreements/agreement-registry/wiley2023btaa/"
"Wiley","Wiley-Blackwell","United States","USA","California Digital Library (University of California)","2500","01/01/2023","31/12/2023","wiley2023cdl","https://esac-initiative.org/about/transformative-agreements/agreement-registry/wiley2023cdl/"
"Wiley","Wiley-Blackwell","United States","USA","Montana State University","39","01/01/2023","31/12/2023","wiley2023msu","https://esac-initiative.org/about/transformative-agreements/agreement-registry/wiley2023msu/"
"Wolters Kluwer Health","Ovid Technologies (Wolters Kluwer Health)","Finland","FIN","FinELib consortium","100","31/12/2022","31/12/2024","lww2023finelib","https://esac-initiative.org/about/transformative-agreements/agreement-registry/lww2023finelib/"
"Springer Nature","Springer Nature","Portugal ","NA","b-on/FCT","634","07/12/2022","31/12/2024","sn2022fct","https://esac-initiative.org/about/transformative-agreements/agreement-registry/sn2022fct/"
"IEEE","Institute of Electrical & Electronics Engineers (IEEE)","Germany","DEU","Technische Universität Ilmenau","12","30/11/2022","29/11/2023","ieee2022tui","https://esac-initiative.org/about/transformative-agreements/agreement-registry/ieee2022tui/"
"IEEE","Institute of Electrical & Electronics Engineers (IEEE)","Hong Kong","NA","Hong Kong Baptist University","17","30/11/2022","31/12/2025","ieee2022hkbu","https://esac-initiative.org/about/transformative-agreements/agreement-registry/ieee2022hkbu/"
"AIP Publishing","AIP Publishing","Portugal","NA","b-on / FCT","53","24/11/2022","31/12/2024","aip2022fct","https://esac-initiative.org/about/transformative-agreements/agreement-registry/aip2022fct/"
"American Chemical Society","American Chemical Society (ACS)","Portugal","NA","b-on/FCT","89","24/11/2022","31/12/2024","acs2022fct","https://esac-initiative.org/about/transformative-agreements/agreement-registry/acs2022fct/"
"IOP Publishing","IOP Publishing","United States","USA","Montana State University","85","01/11/2022","31/12/2025","iop2022msu","https://esac-initiative.org/about/transformative-agreements/agreement-registry/iop2022msu/"
"IEEE","Institute of Electrical & Electronics Engineers (IEEE)","Portugal","NA","b-on/FCT","10","20/10/2022","31/12/2024","ieee2022fct","https://esac-initiative.org/about/transformative-agreements/agreement-registry/ieee2022fct/"
"IOP Publishing","IOP Publishing","Portugal","NA","b-on/FCT","44","14/10/2022","31/12/2024","iop2022fct","https://esac-initiative.org/about/transformative-agreements/agreement-registry/iop2022fct/"
"Sage","SAGE Publications","Portugal","NA","b-on/FCT","225","16/09/2022","31/12/2024","sage2022fct","https://esac-initiative.org/about/transformative-agreements/agreement-registry/sage2022fct/"
"Elsevier","Elsevier BV","Portugal","NA","b-on/FCT","2000","04/08/2022","31/10/2024","els2022fct","https://esac-initiative.org/about/transformative-agreements/agreement-registry/els2022fct/"
"Emerald","Emerald","Portugal","NA","b-on/FCT","30","04/08/2022","31/12/2024","eme2022fct","https://esac-initiative.org/about/transformative-agreements/agreement-registry/eme2022fct/"
"Wiley","Wiley-Blackwell","Portugal","NA","b-on/FCT","175","04/08/2022","31/12/2024","wiley2022fct","https://esac-initiative.org/about/transformative-agreements/agreement-registry/wiley2022fct/"
"American Psychological Association","American Psychological Association (APA)","Ireland","IRL","IReL","8","01/08/2022","31/12/2024","apa2022ie","https://esac-initiative.org/about/transformative-agreements/agreement-registry/apa2022ie/"
"American Psychological Association","American Psychological Association (APA)","United Kingdom","GBR","Jisc","175","01/08/2022","31/07/2023","apa2022jisc","https://esac-initiative.org/about/transformative-agreements/agreement-registry/apa2022jisc/"
"IEEE","Institute of Electrical & Electronics Engineers (IEEE)","United States","USA","California Digital Library (University of California)","570","15/07/2022","31/12/2023","ieee2022cdl","https://esac-initiative.org/about/transformative-agreements/agreement-registry/ieee2022cdl/"
"Springer Nature","Springer Nature","Colombia","NA","Consorcio Colombia","271","01/07/2022","31/12/2024","sn2022co","https://esac-initiative.org/about/transformative-agreements/agreement-registry/sn2022co/"
"Springer Nature","Springer Nature","Finland","FIN","FinELib consortium","12","01/06/2022","31/12/2024","sn2022finelib","https://esac-initiative.org/about/transformative-agreements/agreement-registry/sn2022finelib/"
"Association for Computing Machinery","Association for Computing Machinery (ACM)","Switzerland","CHE","Consortium of Swiss Academic Libraries","120","01/06/2022","31/12/2025","acm2022csal","https://esac-initiative.org/about/transformative-agreements/agreement-registry/acm2022csal/"
"Association for Computing Machinery","Association for Computing Machinery (ACM)","Italy","ITA","CRUI-CARE","550","01/05/2022","31/12/2025","acm2022crui","https://esac-initiative.org/about/transformative-agreements/agreement-registry/acm2022crui/"
"Microbiology Society","Microbiology Society","United States","USA","University of Arizona","2","12/04/2022","31/12/2022","microbio2022uaz","https://esac-initiative.org/about/transformative-agreements/agreement-registry/microbio2022uaz/"
"Wiley","Wiley-Blackwell","Japan","NA","Tohoku University, Tokyo Institute of Technology, The Graduate University for Advanced Studies, Tokyo University of Science","350","01/04/2022","31/12/2024","wiley2022jp","https://esac-initiative.org/about/transformative-agreements/agreement-registry/wiley2022jp/"
